"Project","Primary","trackID","From","To","Type","Ownership","Note","Connected","modin","modout","status"
"Iron River Area","Jones Lake Rd","JNSL07","Unnamed off Jones Lake Rd","Lake Ahmeek Rd / Gallagher Rd","Paved","Public",NA,"TRJL01, AHMK01, GLGR03, DEAD188",2023-01-16 21:39:55.080713,2024-03-05 17:09:26.326504,"EXISTING"
"Iron River Area","Jennrich Rd (FR391)","JRCH01","Cty Rd A","Unnamed off Jennrich Rd","Gravel","Public",NA,"NA, JRCH02",2023-04-12 08:39:47.435339,2024-03-05 17:09:26.350489,"EXISTING"
"Iron River Area","Jennrich Rd (FR391)","JRCH02","Unnamed off Jennrich Rd","Unnamed off Jennrich Rd","Gravel","Public",NA,"JRCH01, JRCH03",2023-04-12 08:39:54.874186,2024-03-05 17:09:26.470419,"EXISTING"
"Iron River Area","Jennrich Rd (FR391)","JRCH03","Unnamed off Jennrich Rd","Unnamed off Jennrich Rd","Gravel","Public",NA,"JRCH02, JRCH04",2023-04-12 08:40:02.741144,2024-03-05 17:09:26.486412,"EXISTING"
"Iron River Area","Jennrich Rd (FR391)","JRCH04","Unnamed off Jennrich Rd","FR395","Gravel","Public",NA,"JRCH03, JRCH10, FR39508",2023-04-12 08:40:10.163494,2024-03-05 17:09:26.497404,"EXISTING"
"Iron River Area","Jennrich Rd (FR391)","JRCH10","FR395","Unnamed off Jennrich Rd","Gravel","Public",NA,"JRCH04, FR39508, JRCH11",2023-01-16 21:39:55.081711,2024-03-05 17:09:26.508398,"EXISTING"
"Iron River Area","Jennrich Rd (FR391)","JRCH11","Unnamed off Jennrich Rd","ATV/Snow Trail 31 (Buckskin)","Gravel","Public",NA,"JRCH10, JRCH12, ATV3156",2023-01-16 21:39:55.083714,2024-03-05 17:09:26.520391,"EXISTING"
"Iron River Area","Jennrich Rd (FR391)","JRCH12","ATV/Snow Trail 31 (Buckskin)","Unnamed near Beck Rd","Gravel","Public",NA,"JRCH11, ATV3156, JRCH13, TRBKF04",2023-01-16 21:39:55.084694,2024-03-05 17:09:26.533384,"EXISTING"
"Iron River Area","Jennrich Rd (FR391)","JRCH13","Unnamed near Beck Rd","Unnamed near Beck Rd","Gravel","Public",NA,"JRCH12, TRBKF04, JRCH14, TRBKF05",2023-01-16 21:39:55.085709,2024-03-05 17:09:26.545378,"EXISTING"
"Iron River Area","Jennrich Rd (FR391)","JRCH14","Unnamed near Beck Rd","Beck Rd","Gravel","Public",NA,"JRCH13, TRBKF05, BECK12, BECK13",2023-01-16 21:39:55.086708,2024-03-05 17:09:26.651318,"EXISTING"
"Iron River Area","Kern Lake Rd","KERN01","Sutherland Rd","Private driveway","Gravel","Public",NA,"SUTH02, SUTH03, DEAD231, NA",2023-03-05 15:50:48.808081,2024-03-05 17:09:26.67732,"EXISTING"
"Iron River Area","Klein Rd","KLIN01","Gravel Pit Rd","end of Klein Rd","Gravel","Public",NA,"GPIT01, GPIT02, NA",2023-01-16 21:39:55.087708,2024-03-05 17:09:26.712284,"EXISTING"
"Iron River Area","Knolls Rd (FR1869)","KNLL01","Delta-Drummond Rd","Private driveway","Gravel","Public",NA,"NA, NA",2023-01-16 21:39:55.089691,2024-03-05 17:09:26.729273,"EXISTING"
"Iron River Area","Knutson Rd","KNTS01","Cty Rd H [West]","Cty Rd H [East]","Paved","Public",NA,"CTYH21, CTYH22, CTYH23, CTYH24",2023-01-16 21:39:55.091692,2024-03-05 17:09:26.747274,"EXISTING"
"Iron River Area","Ledin Rd","LEDN01","Eagle Lake Rd","Ledin Rd confluence","Paved","Public",NA,"EGLK03, EGLK04, LEDN02, LEDN03",2023-01-16 21:39:55.092705,2024-03-05 17:09:26.861195,"EXISTING"
"Iron River Area","Ledin Rd","LEDN02","Eagle Lake Rd","Ledin Rd confluence","Paved","Public",NA,"EGLK02, EGLK03, LEDN01, LEDN03",2023-01-16 21:39:55.093699,2024-03-05 17:09:26.888182,"EXISTING"
"Iron River Area","Ledin Rd","LEDN03","Ledin Rd confluence","Eagle Shores Rd","Paved","Public",NA,"LEDN01, LEDN02, LEDN04, EGLS01",2023-01-16 21:39:55.094698,2024-03-05 17:09:26.909166,"EXISTING"
"Iron River Area","Ledin Rd","LEDN04","Eagle Shores Rd","end of Ledin Rd","Paved","Public",NA,"LEDN03, EGLS01, NA",2023-01-16 21:39:55.096687,2024-03-05 17:09:26.924158,"EXISTING"
"Iron River Area","Lindgren Rd","LGRN01","Wills Rd [West]","Wills Rd [East]","Paved","Public",NA,"WLLS05, LGRN02, WLLS11",2023-03-05 09:42:37.852686,2024-03-05 17:09:26.941149,"EXISTING"
"Iron River Area","Lindgren Rd","LGRN02","Wills Rd [East]","Unnamed off Lindgren Rd","Paved","Public",NA,"LGRN01, WLLS11, LGRN03",2023-03-05 09:42:45.275431,2024-03-05 17:09:26.965134,"EXISTING"
"Iron River Area","Lindgren Rd","LGRN03","Unnamed off Lindgren Rd","Unnamed off Lindgren Rd","Paved","Public",NA,"LGRN02, LGRN04",2023-03-05 09:42:52.371508,2024-03-05 17:09:27.126043,"EXISTING"
"Iron River Area","Lindgren Rd","LGRN04","Unnamed off Lindgren Rd","Unnamed off Lindgren Rd","Paved","Public",NA,"LGRN03, LGRN05",2023-03-05 09:42:59.680574,2024-03-05 17:09:27.144033,"EXISTING"
"Iron River Area","Lindgren Rd","LGRN05","Unnamed off Lindgren Rd","Unnamed off Lindgren Rd","Paved","Public",NA,"LGRN04, LGRN06",2023-03-05 09:43:07.060827,2024-03-05 17:09:27.160027,"EXISTING"
"Iron River Area","Lindgren Rd","LGRN06","Unnamed off Lindgren Rd","Unnamed off Lindgren Rd","Paved","Public",NA,"LGRN05, LGRN07",2023-03-05 09:43:14.540413,2024-03-05 17:09:27.301947,"EXISTING"
"Iron River Area","Lindgren Rd","LGRN07","Unnamed off Lindgren Rd","Unnamed off Lindgren Rd","Paved","Public",NA,"LGRN06, LGRN08",2023-03-05 09:43:21.88423,2024-03-05 17:09:27.318939,"EXISTING"
"Iron River Area","Lindgren Rd","LGRN08","Unnamed off Lindgren Rd","Unnamed from Lindgren Rd to Pero and Troy Pit Rd","Paved","Public",NA,"LGRN07, LGRN09, TRLN01",2023-03-05 09:43:29.105602,2024-03-05 17:09:27.331932,"EXISTING"
"Iron River Area","Lindgren Rd","LGRN09","Unnamed from Lindgren Rd to Pero and Troy Pit Rd","Hughes Town Hall Rd / Gallagher Rd / Pero Rd","Paved","Public",NA,"LGRN08, TRLN01, HUTH08, GLGR01, PERO01",2023-03-05 09:43:36.450588,2024-03-05 17:09:27.352919,"EXISTING"
"Iron River Area","Lind Rd","LIND01","Redwine Rd","Private driveway","Gravel","Public",NA,"REDW04, REDW05, NA",2023-01-16 21:39:55.097687,2024-03-05 17:09:27.37291,"EXISTING"
"Iron River Area","E Long Lake Rd","LNGE01","US Hwy 2","ATV/Snow Trail Tri-County Corridor","Paved","Public",NA,"NA, LNGE02",2024-03-04 07:43:34.996292,2024-03-05 17:09:27.520824,"EXISTING"
"Iron River Area","E Long Lake Rd","LNGE02","ATV/Snow Trail Tri-County Corridor","Unnamed off E Long Lake Rd","Paved","Public",NA,"LNGE01, LNGE03, TRLE12",2024-03-04 07:43:34.606503,2024-03-05 17:09:27.536812,"EXISTING"
"Iron River Area","E Long Lake Rd","LNGE03","Unnamed off E Long Lake Rd","FR242","Paved","Public",NA,"LNGE02, TRLE12, LNGE04, FR24201",2024-03-04 07:43:34.582531,2024-03-05 17:09:27.547806,"EXISTING"
"Iron River Area","E Long Lake Rd","LNGE04","FR242","Unnamed off E Long Lake Rd","Paved","Public",NA,"LNGE03, FR24201, LNGE05, TRLE10",2024-03-04 07:43:33.811975,2024-03-05 17:09:27.560801,"EXISTING"
"Iron River Area","E Long Lake Rd","LNGE05","Unnamed off E Long Lake Rd","Tri-Lake Timbers Resort","Paved","Public",NA,"LNGE04, TRLE10, LNGE06, TRLE01, TRLE02",2024-03-04 07:43:33.787672,2024-03-05 17:09:27.575792,"EXISTING"
"Iron River Area","E Long Lake Rd","LNGE06","Tri-Lake Timbers Resort","Unnamed from E Long Lake Rd to N Long Lake Rd","Paved","Public",NA,"LNGE05, TRLE01, TRLE02, LNGE07, TRLE03",2024-03-04 07:43:32.472353,2024-03-05 17:09:27.686728,"EXISTING"
"Iron River Area","E Long Lake Rd","LNGE07","Unnamed from E Long Lake Rd to N Long Lake Rd","Island Blvd","Paved","Public",NA,"LNGE06, TRLE03, LNGE08, ISLB01",2024-03-04 07:43:31.667818,2024-03-05 17:09:27.700718,"EXISTING"
"Iron River Area","E Long Lake Rd","LNGE08","Island Blvd","N Long Lake Rd","Paved","Public",NA,"LNGE07, ISLB01, LNGN02, LNGN10",2024-03-04 07:43:30.271626,2024-03-05 17:09:27.725706,"EXISTING"
"Iron River Area","Long Lake Rd","LNGL01","W Long Lake Rd / N Long Lake Rd","Silbersack Rd","Paved","Public",NA,"LNGW06, LNGN01, SLBR11, SLRB12",2024-03-01 12:27:38.990536,2024-03-05 17:09:27.75069,"EXISTING"
"Iron River Area","N Long Lake Rd","LNGN01","W Long Lake Rd / Long Lake Rd","Bladder Lake Cutoff Rd","Paved","Public",NA,"LNGW06, LNGL01, NA",2023-01-16 21:39:55.108887,2024-03-05 17:09:27.803659,"EXISTING"
"Iron River Area","N Long Lake Rd","LNGN02","Bladder Lake Cutoff Rd","E Long Lake Rd","Paved","Public",NA,"NA, LNGN10, LNGE08",2023-01-16 21:39:55.109871,2024-03-05 17:09:27.921593,"EXISTING"
"Iron River Area","N Long Lake Rd","LNGN10","E Long Lake Rd","Pothole Rd [West]","Gravel","Public",NA,"LNGN02, LNGE08, LNGN11, POTH01",2023-01-16 21:39:55.110886,2024-03-05 17:09:27.945578,"EXISTING"
"Iron River Area","N Long Lake Rd","LNGN11","Pothole Rd [West]","Pothole Rd [East]","Gravel","Public",NA,"LNGN10, POTH01, LNGN12, POTH01",2023-01-16 21:39:55.111883,2024-03-05 17:09:27.966564,"EXISTING"
"Iron River Area","N Long Lake Rd","LNGN12","Pothole Rd [East]","Bladder Lake Cutoff Rd","Gravel","Public",NA,"LNGN11, POTH01, LNGN13",2023-01-16 21:39:55.112879,2024-03-05 17:09:27.985558,"EXISTING"
"Iron River Area","N Long Lake Rd","LNGN13","Bladder Lake Cutoff Rd","Unnamed from E Long Lake Rd to N Long Lake Rd","Gravel","Public",NA,"LNGN12, LNGN14, TRLE03",2023-01-16 21:39:55.113869,2024-03-05 17:09:28.105486,"EXISTING"
"Iron River Area","N Long Lake Rd","LNGN14","Unnamed from E Long Lake Rd to N Long Lake Rd","Fire Tower Rd","Gravel","Public",NA,"LNGN13, TRLE03, FTWR03, LNGN20",2023-01-16 21:39:55.115871,2024-03-05 17:09:28.119478,"EXISTING"
"Iron River Area","N Long Lake Rd (FR244)","LNGN20","Fire Tower Rd","Fire Ln","Gravel","Public",NA,"LNGN14, FTWR03, LNGN21, FIRL01",2023-02-08 17:55:33.518957,2024-03-05 17:09:28.135469,"EXISTING"
"Iron River Area","N Long Lake Rd (FR244)","LNGN21","Fire Ln","Lower Bladder Lake Rd","Gravel","Public",NA,"LNGN20, FIRL01, BLDL04",2023-02-08 17:55:58.84001,2024-03-05 17:09:28.150461,"EXISTING"
"Iron River Area","N Long Lake Loop","LNGN51","N Long Lake Rd","Unnamed off N Long Lake Loop","Gravel","Public",NA,"LNGN01, LNGN02, TRNL01",2023-04-24 18:19:39.226435,2024-03-05 17:09:28.168451,"EXISTING"
"Iron River Area","N Long Lake Loop","LNGN52","Unnamed off N Long Lake Loop","N Long Lake Rd","Gravel","Public",NA,"TRNL01, LNGN12, LNGN13",2023-04-24 18:20:05.843378,2024-03-05 17:09:28.205429,"EXISTING"
"Iron River Area","S Long Lake Rd","LNGS01","W Long Lake Rd","Angus Lake Rd","Paved","Public",NA,"LNGW02, LNGW04, LNGS02",2023-01-16 21:39:55.116875,2024-03-05 17:09:28.327356,"EXISTING"
"Iron River Area","S Long Lake Rd","LNGS02","Angus Lake Rd","W Bay Dr","Paved","Public",NA,"LNGS01, LNGS03, WBAY01",2023-01-16 21:39:55.117876,2024-03-05 17:09:28.339352,"EXISTING"
"Iron River Area","S Long Lake Rd","LNGS03","W Bay Dr","Private driveway","Paved","Public",NA,"LNGS02, WBAY01, NA",2023-01-16 21:39:55.118874,2024-03-05 17:09:28.363337,"EXISTING"
"Iron River Area","W Long Lake Rd","LNGW01","US Hwy 2","ATV/Snow Trail Tri-County Corridor","Paved","Public",NA,"NA, LNGW02",2023-01-16 21:39:55.119873,2024-03-05 17:09:28.382339,"EXISTING"
"Iron River Area","W Long Lake Rd","LNGW02","ATV/Snow Trail Tri-County Corridor","Unnamed from Jackman Lake Rd to W Long Lake Rd","Paved","Public",NA,"LNGW01, LNGW03, TRJM03",2023-12-06 17:13:49.459061,2024-03-05 17:09:28.39332,"EXISTING"
"Iron River Area","W Long Lake Rd","LNGW03","Unnamed from Jackman Lake Rd to W Long Lake Rd","S Long Lake Rd","Paved","Public",NA,"LNGW02, TRJM03, LNGW04, LNGS01",2024-03-04 08:58:44.369673,2024-03-05 17:09:28.408308,"EXISTING"
"Iron River Area","W Long Lake Rd","LNGW04","S Long Lake Rd","Unnamed from Jackman Lake Rd to W Long Lake Rd","Paved","Public",NA,"LNGW03, LNGS01, LNGW05, TRJM08",2024-03-04 08:58:44.346689,2024-03-05 17:09:28.526243,"EXISTING"
"Iron River Area","W Long Lake Rd","LNGW05","Unnamed from Jackman Lake Rd to W Long Lake Rd","Woodberry Ln","Paved","Public",NA,"LNGW04, TRJM08, LNGW06, WDBY01",2024-03-04 08:58:44.071831,2024-03-05 17:09:28.541233,"EXISTING"
"Iron River Area","W Long Lake Rd","LNGW06","Woodberry Ln","N Long Lake Rd / Long Lake Rd","Paved","Public",NA,"LNGW05, WDBY01, LNGN01, LNGL01",2024-03-04 08:58:43.634186,2024-03-05 17:09:28.559223,"EXISTING"
"Iron River Area","Loon Lake Rd","LOON01","Topside Rd","FR242","Gravel","Public",NA,"TPSD02, LOON02, FR24203",2023-01-16 21:39:55.125862,2024-03-05 17:09:28.574215,"EXISTING"
"Iron River Area","Loon Lake Rd","LOON02","FR242","Unnamed off Loon Lake Rd","Gravel","Public",NA,"LOON01, FR24203, LOON03",2023-01-16 21:39:55.126871,2024-03-05 17:09:28.590206,"EXISTING"
"Iron River Area","Loon Lake Rd (FR847)","LOON03","Unnamed off Loon Lake Rd","Lower Bladder Lake Rd / FR242","Gravel","Public",NA,"LOON02, BLDL01, FR24205",2023-01-16 21:39:55.127869,2024-03-05 17:09:28.603199,"EXISTING"
"Iron River Area","Lund Lake Rd (FR801)","LUND01","Delta-Drummond Rd","Lund Lake boat landing","Gravel","Public",NA,"NA, LUND02",2023-01-16 21:39:55.129869,2024-03-05 17:09:28.70314,"EXISTING"
"Iron River Area","Lund Lake trail","LUND02","Lund Lake boat landing",NA,"Trail","Public",NA,"LUND01, LUND03",2023-01-16 21:39:55.130867,2024-03-05 17:09:28.72296,"EXISTING"
"Iron River Area","Lund Lake trail","LUND03",NA,NA,"Trail","Public","Old trail comes in from North (beware when returning)","LUND02, NA",2023-01-16 21:39:55.131866,2024-03-05 17:09:28.756956,"EXISTING"
"Iron River Area","McLean Rd","MCLN01","Weidenaar Rd","Wasson Rd","Gravel","Public",NA,"WDNR09, MCLN02, WSSN01",2023-04-01 17:51:59.6192,2024-03-05 17:09:28.776928,"EXISTING"
"Iron River Area","McLean Rd","MCLN02","Wasson Rd","Unnamed off McLean Rd","Gravel","Public",NA,"MCLN01, WSSN01, MCLN03, TRMC01",2023-04-01 17:52:07.234009,2024-03-05 17:09:28.790936,"EXISTING"
"Iron River Area","McLean Rd","MCLN03","Unnamed off McLean Rd","N McLean Rd","Gravel","Public",NA,"MCLN02, TRMC01, MCLN04, MCLNN01",2024-02-07 16:20:37.755407,2024-03-05 17:09:28.805916,"EXISTING"
"Iron River Area","McLean Rd","MCLN04","N McLean Rd","ATV/Snow Trail 3","Gravel","Public",NA,"MCLN03, MCLNN01, MCLN05",2024-02-07 16:21:58.728258,2024-03-05 17:09:28.922844,"EXISTING"
"Iron River Area","McLean Rd","MCLN05","ATV/Snow Trail 3","Battle Axe Rd / E McLean Rd","Gravel","Public",NA,"MCLN04, BTLX13, BTLX14, MCLNE01",2024-02-07 16:22:09.496447,2024-03-05 17:09:28.935839,"EXISTING"
"Iron River Area","E McLean Rd","MCLNE01","McLean Rd / Battle Axe Rd","N McLean Rd","Gravel","Public",NA,"MCLN05, BTLX13, BTLX14, MCLNN01, MCLNN02",2024-02-07 16:59:43.658133,2024-03-05 17:09:28.95183,"EXISTING"
"Iron River Area","N McLean Rd","MCLNN01","McLean Rd","E McLean Rd","Gravel","Public",NA,"MCLN03, MCLN04, MCLNN02, MCLNE01",2024-02-07 17:00:50.022217,2024-03-05 17:09:28.96682,"EXISTING"
"Iron River Area","N McLean Rd","MCLNN02","E McLean Rd",NA,"Gravel","Public",NA,"MCLNN01, MCLNE01, MCLNN03",2024-02-07 17:00:49.767639,2024-03-05 17:09:28.986809,"EXISTING"
"Iron River Area","N McLean Rd","MCLNN03",NA,"Chambers Rd","Gravel","Public",NA,"MCLNN02, CHMB01",2024-02-07 17:00:49.454987,2024-03-05 17:09:28.997801,"EXISTING"
"Iron River Area","McConkey Rd","MCNY01","Silbersack / Lavin Rd","McConkey Rd join","Gravel","Public",NA,"SLBR15, SLBR16, MCNY02, MCNY03",2023-04-24 17:46:44.807018,2024-03-05 17:09:29.009796,"EXISTING"
"Iron River Area","McConkey Rd","MCNY02","Silbersack / Lavin Rd","McConkey Rd join","Gravel","Public",NA,"SLBR16, SLBR17, MCNY01, MCNY03",2023-04-24 17:46:52.22471,2024-03-05 17:09:29.020788,"EXISTING"
"Iron River Area","McConkey Rd","MCNY03","McConkey Rd join","Bailey Lake Rd","Gravel","Public",NA,"MCNY01, MCNY02, BALY09, BALY10",2023-04-24 17:46:59.794088,2024-03-05 17:09:29.135721,"EXISTING"
"Iron River Area","McCarry Lake Rd","MCRY01","County Rd H [West]","South Point Dr","Paved","Public",NA,"CTYH14, CTYH15, MCRY02, SOPT01",2023-01-16 21:39:55.132868,2024-03-05 17:09:29.149717,"EXISTING"
"Iron River Area","McCarry Lake Rd","MCRY02","South Point Dr","Millicent Point Dr","Paved","Public",NA,"MCRY01, SOPT01, MCRY03, MLPT01",2023-01-16 21:39:55.133865,2024-03-05 17:09:29.167719,"EXISTING"
"Iron River Area","McCarry Lake Rd","MCRY03","Millicent Point Dr","Teepee Trail Rd","Paved","Public",NA,"MCRY02, MLPT01, MCRY04, TPTR01, TPTR02",2023-01-16 21:39:55.135855,2024-03-05 17:09:29.208681,"EXISTING"
"Iron River Area","McCarry Lake Rd","MCRY04","Teepee Trail Rd","County Rd H [East]","Paved","Public",NA,"MCRY03, TPTR01, TPTR02, CTYH18, CTYH19",2023-01-16 21:39:55.136852,2024-03-05 17:09:29.224686,"EXISTING"
"Iron River Area","Millicent Point Dr","MLPT01","McCarry Lake Rd","end of Millicent Point Dr","Paved","Public",NA,"MCRY02, MCRY03, NA",2023-01-16 21:39:55.137865,2024-03-05 17:09:29.323614,"EXISTING"
"Iron River Area","Mallard Rd","MLRD01","Black Duck Rd / Whispering Pine Rd","Private driveway","Gravel","Public",NA,"BLKD01, WHSP01, NA",2023-04-12 16:17:56.041479,2024-03-05 17:09:29.33662,"EXISTING"
"Iron River Area","Minor Lake trails","MNRL01","Camp Two Lake trails [North]",NA,"Offroad","Public",NA,"CMP210, CMP211, MNRL02",2023-01-16 21:39:55.139853,2024-03-05 17:09:29.3486,"EXISTING"
"Iron River Area","Minor Lake trails","MNRL02",NA,NA,"Offroad","Public",NA,"MNRL01, MNRL03, MNRL06",2023-01-16 21:39:55.140852,2024-03-05 17:09:29.362593,"EXISTING"
"Iron River Area","Minor Lake trails","MNRL03",NA,"Ruth Lake Rd","Trail","Public",NA,"MNRL02, MNRL06, RUTH08, RUTH09",2023-01-16 21:39:55.142849,2024-03-05 17:09:29.374588,"EXISTING"
"Iron River Area","Minor Lake trails","MNRL04","Camp Two Lake trails [North]",NA,"Offroad","Public",NA,"CMP212, CMP213, MNRL05, MNRL06",2023-01-16 21:39:55.14385,2024-03-05 17:09:29.398569,"EXISTING"
"Iron River Area","Minor Lake trails","MNRL05","Camp Two Lake trails [North]","Minor Lake trails","Trail","Public",NA,"CMP211, CMP212, MNRL04, MNRL06",2024-02-26 17:59:52.305927,2024-03-05 17:09:29.420559,"EXISTING"
"Iron River Area","Minor Lake trails","MNRL06",NA,NA,"Offroad","Public",NA,"MNRL04, MNRL05, MNRL07, DEAD031",2024-02-26 17:59:31.892057,2024-03-05 17:09:29.448542,"EXISTING"
"Iron River Area","Minor Lake trails","MNRL07",NA,NA,"Trail","Public",NA,"MNRL06, DEAD031, MNRL02, MNRL03",2024-02-26 17:59:41.490501,2024-03-05 17:09:29.612448,"EXISTING"
"Iron River Area","W Moon Lake Rd","MONW01","W Spider Lake Rd","Private driveway","Gravel","Public",NA,"SPDW05, SPDW06, NA",2024-01-16 08:04:28.173014,2024-03-05 17:09:29.631437,"EXISTING"
"Iron River Area","Moore Rd","MORE01","Hughes Town Line Rd / Moreland Lake Rd","Unnamed off Moore Rd","Gravel","Public",NA,"HUTL07, HUTL08, MRLD13, MORE02, TRMR01, TRMR11",2024-01-25 08:12:34.473669,2024-03-05 17:09:29.764374,"EXISTING"
"Iron River Area","Moore Rd","MORE02","Unnamed off Moore Rd","ATV/Snow Trail 18","Gravel","Public",NA,"MORE01, TRMR01, TRMR11, MORE03",2024-01-25 08:13:51.570156,2024-03-05 17:09:29.781351,"EXISTING"
"Iron River Area","Moore Rd","MORE03","ATV/Snow Trail 18","Unnamed off Moore Rd","Gravel","Public",NA,"MORE02, MORE04, TRMR20",2024-01-25 08:13:51.354403,2024-03-05 17:09:29.796343,"EXISTING"
"Iron River Area","Moore Rd","MORE04","Unnamed off Moore Rd","Halfway Rd","Gravel","Public",NA,"MORE03, TRMR20, MORE05, HFWY10d, HFWY11",2024-01-27 09:39:12.644556,2024-03-05 17:09:29.809334,"EXISTING"
"Iron River Area","Moore Rd","MORE05","Halfway Rd","Unnamed off Moore Rd","Gravel","Public",NA,"MORE04, HFWY10d, HFWY11, MORE06, TRMR10, TRMR18",2024-01-27 09:39:25.114689,2024-03-05 17:09:29.827324,"EXISTING"
"Iron River Area","Moore Rd","MORE06","Unnamed off Moore Rd","W Church Rd","Gravel","Public",NA,"MORE05, TRMR10, TRMR18, MORE07, WCHU06, WCHU07",2024-01-25 08:13:49.003885,2024-03-05 17:09:29.843313,"EXISTING"
"Iron River Area","Moore Rd","MORE07","W Church Rd",NA,"Gravel","Public",NA,"MORE06, WCHU06, WCHU07, MORE08",2024-02-02 22:02:12.258848,2024-03-05 17:09:29.949255,"EXISTING"
"Iron River Area","Moore Rd","MORE08",NA,"E Bingo Rd","Gravel","Public",NA,"MORE07, MORE09, BNGOE01",2024-02-02 22:02:49.644762,2024-03-05 17:09:29.966246,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD01","Banana Belt Rd / Stephans Rd","Unnamed off Moreland Lake Rd","Gravel","Public",NA,"BBLT16, BBLT17, MRLD02",2023-06-23 11:54:06.25481,2024-03-05 17:09:29.991228,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD02","Unnamed off Moreland Lake Rd","Moreland Lake access trail","Gravel","Public",NA,"MRLD01, MRLD03, MRLD98",2023-06-23 11:54:12.537373,2024-03-05 17:09:30.016214,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD03","Moreland Lake access trail","Unnamed off Moreland Lake Rd","Gravel","Public",NA,"MRLD02, MRLD98, MRLD04",2023-06-23 11:54:19.941696,2024-03-05 17:09:30.027208,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD04","Unnamed off Moreland Lake Rd","Webster Rd","Gravel","Public",NA,"MRLD03, MRLD05, WBSR17",2023-06-23 11:54:31.941555,2024-03-05 17:09:30.038202,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD05","Webster Rd","Unnamed off Moreland Lake Rd","Gravel","Public",NA,"MRLD04, MRLD06, TRML01",2023-07-19 10:07:35.503027,2024-03-05 17:09:30.055191,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD06","Unnamed off Moreland Lake Rd","Unnamed from Moreland Lake Rd to Huffgard Lake Rd","Gravel","Public",NA,"MRLD05, TRML01, MRLD07, TRML07",2023-07-22 19:34:33.613089,2024-03-05 17:09:30.189114,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD07","Unnamed from Moreland Lake Rd to Huffgard Lake Rd","Unnamed off Moreland Lake Rd","Gravel","Public",NA,"MRLD06, TRML07, MRLD08",2023-07-22 19:34:42.100992,2024-03-05 17:09:30.205105,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD08","Unnamed off Moreland Lake Rd","ATV/Snow Trail 18","Gravel","Public",NA,"MRLD07, MRLD09",2023-07-22 19:34:49.752428,2024-03-05 17:09:30.220097,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD09","ATV/Snow Trail 18","Unnamed off Moreland Lake Rd","Gravel","Public",NA,"MRLD08, MRLD10, TRML15",2023-07-22 19:34:57.921541,2024-03-05 17:09:30.230091,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD10","Unnamed off Moreland Lake Rd","Unnamed off Moreland Lake Rd","Gravel","Public",NA,"MRLD09, TRML15, MRLD11, TRML17, DEAD265",2023-07-22 19:35:05.471588,2024-03-05 17:09:30.244102,"EXISTING"
"Iron River Area","Moreland Lake Rd","MRLD11","Unnamed off Moreland Lake Rd","Deadend off Moreland Lake Rd","Gravel","Public",NA,"MRLD10, TRML17, DEAD265, MRLD12",2023-07-22 19:35:13.691225,2024-03-05 17:09:30.349022,"EXISTING"
